building,hood,lab,floor,server,flow_sensor,sash_position_sensor,object_id,device_id,internal_temp_sensor,external_temp_sensor,,,,,,,,,,,,,,,
olin,1,204,2,biotech_main,#olin_second_floor/lab_spaces/lab_204_control/hoodvalve_flow_av,,,,#olin_second_floor/lab_spaces/lab_204_control/zonetemp,,,,,,,,,,,,,,,,
olin,1,205,2,biotech_main,#olin_second_floor/lab_spaces/lab_205_control/hoodvalve_flow,,,,#olin_second_floor/lab_spaces/lab_205_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,207,2,biotech_main,#olin_second_floor/lab_spaces/lab_207_control/hoodvalve_flow,,,,#olin_second_floor/lab_spaces/lab_207_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,209,2,biotech_main,#olin_second_floor/lab_spaces/lab_209_control/hoodvalve_flow,,,,#olin_second_floor/lab_spaces/lab_209_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,210,2,biotech_main,#olin_second_floor/lab_spaces/lab_210_control/hoodvalve_flow,,,,#olin_second_floor/lab_spaces/lab_210_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,211,2,biotech_main,#olin_second_floor/lab_spaces/lab_211_control/hood_flow,,,,#olin_second_floor/lab_spaces/lab_211_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,212,2,biotech_main,#olin_second_floor/lab_spaces/lab_212_control/hoodvalve_flow,,,,#olin_second_floor/lab_spaces/lab_212_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,276,2,biotech_main,#olinhhall_lab_276/fh-1_flow_fbk,#olinhhall_lab_276/fh-1_sash_pos,,,#olinhhall_lab_276/zone_temp,,,,,,,,,,,,,,,,
olin,2,276,2,biotech_main,#olinhhall_lab_276/fh-2_flow_fb,#olinhhall_lab_276/fh-2_sash_pos,,,#olinhhall_lab_276/zone_temp,,,,,,,,,,,,,,,,
olin,3,276,2,biotech_main,#olinhhall_lab_276/fh-3_flow_fbk,#olinhhall_lab_276/fh-3_sash_pos,,,#olinhhall_lab_276/zone_temp,,,,,,,,,,,,,,,,
olin,4,276,2,biotech_main,#olinhhall_lab_276/fh-4_flow_fbk,#olinhhall_lab_276/fh-4_sash_pos,,,#olinhhall_lab_276/zone_temp,,,,,,,,,,,,,,,,
olin,5,276,2,biotech_main,#olinhhall_lab_276/fh-5_flow_fbk,#olinhhall_lab_276/fh-5_sash_pos,,,#olinhhall_lab_276/zone_temp,,,,,,,,,,,,,,,,
olin,6,276,2,biotech_main,#olinhhall_lab_276/fh-6_flow_fbk,#olinhhall_lab_276/fh-6_sash_pos,,,#olinhhall_lab_276/zone_temp,,,,,,,,,,,,,,,,
olin,1,276D,2,biotech_main,#olinhhall_lab_276d/fh-1_flow_fbk,#olinhhall_lab_276d/fh-1_sash_pos,,,#olinhhall_lab_276d/zone_temp,,,,,,,,,,,,,,,,
olin,2,276D,2,biotech_main,#olinhhall_lab_276d/fh-2_flow_fbk,#olinhhall_lab_276d/fh-2_sash_pos,,,#olinhhall_lab_276d/zone_temp,,,,,,,,,,,,,,,,
olin,1,301,3,biotech_main,,,,,#olin_third_floor/lab_spaces/lab_301_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,303,3,biotech_main,#olin_third_floor/lab_spaces/lab_303_control/hoodvalve_flow,,,,#olin_third_floor/lab_spaces/lab_303_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,304-1,3,biotech_main,,,,,#olin_third_floor/lab_spaces/lab_304-1_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,304-2,3,biotech_main,#olin_third_floor/lab_spaces/lab_304-2_control/hood_flow,,,,#olin_third_floor/lab_spaces/lab_304-2_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,305,3,biotech_main,#olin_third_floor/lab_spaces/lab_305_control/hoodvalve_flow,,,,#olin_third_floor/lab_spaces/lab_305_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,306,3,biotech_main,#olin_third_floor/lab_spaces/lab_306_control/hoodvalve_flow,,,,#olin_third_floor/lab_spaces/lab_306_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,307,3,biotech_main,#olin_third_floor/lab_spaces/lab_307_control/hoodvalve_flow,,,,#olin_third_floor/lab_spaces/lab_307_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,308,3,biotech_main,#olin_third_floor/lab_spaces/lab_308_control/hood_flow,,,,#olin_third_floor/lab_spaces/lab_308_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,309,3,biotech_main,#olin_third_floor/lab_spaces/lab_309_control/hoodvalve_flow,,,,#olin_third_floor/lab_spaces/lab_309_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,310,3,biotech_main,#olin_third_floor/lab_spaces/lab_310_control/hoodvalve_flow,,,,#olin_third_floor/lab_spaces/lab_310_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,311,3,biotech_main,#olin_third_floor/lab_spaces/lab_311_control/hoodvalve_flow,,,,#olin_third_floor/lab_spaces/lab_311_control/zone/zone_temp,,,,,,,,,,,,,,,,
olin,1,367,3,biotech_main,#olinhhall_lab_367/fh-1_flow_fbk,#olinhhall_lab_367/fh-1_sash_pos,,,#olinhhall_lab_367/zone_temp,,,,,,,,,,,,,,,,
olin,2,367,3,biotech_main,#olinhhall_lab_367/fh-2_flow_fbk,#olinhhall_lab_367/fh-2_sash_pos,,,#olinhhall_lab_367/zone_temp,,,,,,,,,,,,,,,,
olin,3,367,3,biotech_main,#olinhhall_lab_367/fh-3_flow_fbk,#olinhhall_lab_367/fh-3_sash_pos,,,#olinhhall_lab_367/zone_temp,,,,,,,,,,,,,,,,
olin,4,367,3,biotech_main,#olinhhall_lab_367/fh-4_flow_fbk,#olinhhall_lab_367/fh-4_sash_pos,,,#olinhhall_lab_367/zone_temp,,,,,,,,,,,,,,,,
olin,1,367D,3,biotech_main,#olinhhall_lab_367d/fh-1_flow_fbk,#olinhhall_lab_367d/fh-1_sash_pos,,,#olinhhall_lab_367d/zone_temp,,,,,,,,,,,,,,,,
olin,1,367F,3,biotech_main,#olinhhall_lab_367f/fh-1_flow_fbk,#olinhhall_lab_367f/fh-1_sash_pos,,,#olinhhall_lab_367f/zone_temp,,,,,,,,,,,,,,,,
bard,1,B44A,B,biotech_main,#bard_hall_lab_b44_accutrol/fh-1_flow_fbk,#bard_hall_lab_b44_accutrol/fh-1_sash_pos,,,,,,,,,,,,,,,,,,,
bard,1,B47,B,biotech_main,#bard_lab_b47/fh-1_flow_fbk,#bard_lab_b47/fh-1_sash_pos,,,#bard_lab_b47/zone_temp,,,,,,,,,,,,,,,,
bard,1,B58,B,biotech_main,#bard_lab_b58/hev_flow_fbk,#bard_lab_b58/fh_sash_pos,,,#bard_lab_b58/lstat,,,,,,,,,,,,,,,,
bard,2,B58,B,biotech_main,#bard_lab_b58/ada_hev_flow_fbk,#bard_lab_b58/ada_fh_sash_pos,,,#bard_lab_b58/lstat,,,,,,,,,,,,,,,,
bard,1,SB28,S,biotech_main,#bard_lab_sb28/fh-1_flow_fbk,#bard_lab_sb28/fh-1_sash_pos,,,#bard_lab_sb28/zone_temp,,,,,,,,,,,,,,,,
bard,2,SB28,S,biotech_main,#bard_lab_sb28/fh-2_flow_fbk,#bard_lab_sb28/fh-2_sash_pos,,,#bard_lab_sb28/zone_temp,,,,,,,,,,,,,,,,
bard,3,SB38,S,biotech_main,#bard_lab_sb28/fh-3_flow_fbk,#bard_lab_sb28/fh-3_sash_pos,,,#bard_lab_sb28/zone_temp,,,,,,,,,,,,,,,,
bard,1,SB36,S,biotech_main,#bard_sb36_sav_fev/fh-1_flow_fbk,#bard_sb36_sav_fev/fh-1_sash_pos,,,#bard_sb36_sav_fev/zone_temp,,,,,,,,,,,,,,,,
bard,1,SB40,S,biotech_main,#bard_sb40_sav_fev/fh-1_flow_fbk,#bard_sb40_sav_fev/fh-1_sash_pos,,,#bard_sb40_sav_fev/zone_temp,,,,,,,,,,,,,,,,
bard,1,SB60,S,biotech_main,#bard_lab_sb60/fh-1_flow_fbk,#bard_lab_sb60/fh-1_sash_pos,,,#bard_lab_sb60/zone_temp,,,,,,,,,,,,,,,,
bard,2,SB60,S,biotech_main,#bard_lab_sb60/fh-2_flow_fbk,#bard_lab_sb60/fh-2_sash_pos,,,#bard_lab_sb60/zone_temp,,,,,,,,,,,,,,,,
bard,3,SB60,S,biotech_main,#bard_lab_sb60/fh-3_flow_fbk,#bard_lab_sb60/fh-3_sash_pos,,,#bard_lab_sb60/zone_temp,,,,,,,,,,,,,,,,
bard,4,SB60,S,biotech_main,#bard_lab_sb60/fh-4_flow_fbk,#bard_lab_sb60/fh-4_sash_pos,,,#bard_lab_sb60/zone_temp,,,,,,,,,,,,,,,,
bard,5,SB60,S,biotech_main,#bard_lab_sb60/fh-5_flow_fbk,#bard_lab_sb60/fh-5_sash_pos,,,#bard_lab_sb60/zone_temp,,,,,,,,,,,,,,,,
bard,6,SB60,S,biotech_main,#bard_lab_sb60/fh-6_flow_fbk,#bard_lab_sb60/fh-6_sash_pos,,,#bard_lab_sb60/zone_temp,,,,,,,,,,,,,,,,
bard,1,131,1,biotech_main,#bard_lab_131/fh-1_flow_fbk,#bard_lab_131/fh-1_sash_pos,,,#bard_lab_131/zone_temp,,,,,,,,,,,,,,,,
bard,2,131,1,biotech_main,#bard_lab_131/fh-2_flow_fbk,#bard_lab_131/fh-2_sash_pos,,,#bard_lab_131/zone_temp,,,,,,,,,,,,,,,,
bard,1,150,1,biotech_main,#bard_lab_150/fh-1_flow_fbk,#bard_lab_150/fh-1_sash_pos,,,#bard_lab_150/zone_temp,,,,,,,,,,,,,,,,
bard,2,150,1,biotech_main,#bard_lab_150/fh-2_flow_fbk,#bard_lab_150/fh-2_sash_pos,,,#bard_lab_150/zone_temp,,,,,,,,,,,,,,,,
bard,3,150,1,biotech_main,#bard_lab_150/fh-3_flow_fbk,#bard_lab_150/fh-3_sash_pos,,,#bard_lab_150/zone_temp,,,,,,,,,,,,,,,,
bard,4,150,1,biotech_main,#bard_lab_150/fh-4_flow_fbk,#bard_lab_150/fh-4_sash_pos,,,#bard_lab_150/zone_temp,,,,,,,,,,,,,,,,
bard,5,150,1,biotech_main,#bard_lab_150/fh-5_flow_fbk,#bard_lab_150/fh-5_sash_pos,,,#bard_lab_150/zone_temp,,,,,,,,,,,,,,,,
bard,1,156,1,biotech_main,#bard_lab_156/fh-1_flow_fbk,#bard_lab_156/fh-1_sash_pos,,,#bard_lab_156/zone_temp,,,,,,,,,,,,,,,,
bard,1,247,2,biotech_main,#bard_lab_247/sav-2_flow_fbk,#bard_lab_247/fh-1_sash_pos,,,#bard_lab_247/zone_temp,,,,,,,,,,,,,,,,
bard,2,247,2,biotech_main,#bard_lab_247/fh-2_flow_fbk,#bard_lab_247/fh-2_sash_pos,,,#bard_lab_247/zone_temp,,,,,,,,,,,,,,,,
bard,1,250,2,biotech_main,#bard_lab_250/fh-1_flow_fbk,#bard_lab_250/fh-1_sash_pos,,,#bard_lab_250/zone_temp,,,,,,,,,,,,,,,,
bard,1,258,2,biotech_main,#bard_lab_258-258a/fh-1_flow_fbk,#bard_lab_258-258a/fh-1_sash_pos,,,#bard_lab_258-258a/zone_temp,,,,,,,,,,,,,,,,
bard,1,344,3,biotech_main,#bard_lab_344/fh-1_flow_fbk,#bard_lab_344/fh-2_sash_pos,,,#bard_lab_344/zone_temp,,,,,,,,,,,,,,,,
bard,2,344,3,biotech_main,#bard_lab_344/fh-2_flow_fbk,#bard_lab_344/fh-2_sash_pos,,,#bard_lab_344/zone_temp,,,,,,,,,,,,,,,,
bard,1,347,3,biotech_main,#bard_lab_345_347/fh-1_flow_fbk,#bard_lab_345_347/fh-1_sash_pos,,,#bard_lab_345_347/zone_temp,,,,,,,,,,,,,,,,
bard,1,350,3,biotech_main,#bard_lab_350/fh-1_flow_fbk,#bard_lab_350/fh-1_sash_pos,,,#bard_lab_350/zone_temp,,,,,,,,,,,,,,,,
bard,2,350,3,biotech_main,#bard_lab_350/fh-2_flow_fbk,#bard_lab_350/fh-2_sash_pos,,,#bard_lab_350/zone_temp,,,,,,,,,,,,,,,,
bard,3,350,3,biotech_main,#bard_lab_350/fh-3_flow_fbk,#bard_lab_350/fh-3_sash_pos,,,#bard_lab_350/zone_temp,,,,,,,,,,,,,,,,
bard,4,350,3,biotech_main,#bard_lab_350/fh-4_flow_fbk,#bard_lab_350/fh-4_sash_pos,,,#bard_lab_350/zone_temp,,,,,,,,,,,,,,,,
bard,1,359,3,biotech_main,#bard_lab_359/fh-1_flow_fbk,#bard_lab_359/fh-1_sash_pos,,,#bard_lab_359/zone_temp,,,,,,,,,,,,,,,,
bard,2,359,3,biotech_main,#bard_lab_359/fh-2_flow_fbk,#bard_lab_359/fh-2_sash_pos,,,#bard_lab_359/zone_temp,,,,,,,,,,,,,,,,
bard,3,359,3,biotech_main,#bard_lab_359/fh-3_flow_fbk,#bard_lab_359/fh-3_sash_pos,,,#bard_lab_359/zone_temp,,,,,,,,,,,,,,,,
bard,4,359,3,biotech_main,#bard_lab_359/fh-4_flow_fbk,#bard_lab_359/fh-4_sash_pos,,,#bard_lab_359/zone_temp,,,,,,,,,,,,,,,,
bard,1,361,3,biotech_main,#bard_lab_361/fh-1_flow_fbk,#bard_lab_361/fh-1_sash_pos,,,#bard_lab_361/zone_temp,,,,,,,,,,,,,,,,
bard,1,356,3,biotech_main,#bard_hall_lab_356/fh-1_flow_fbk,#bard_hall_lab_356/fh-1_sash_pos,,,#bard_hall_lab_356/zone_temp,,,,,,,,,,,,,,,,
bard,2,356,3,biotech_main,#bard_hall_lab_356/fh-2_flow_fbk,#bard_hall_lab_356/fh-2_sash_pos,,,#bard_hall_lab_356/zone_temp,,,,,,,,,,,,,,,,
bard,3,356,3,biotech_main,#bard_hall_lab_356/fh-3_flow_fbk,#bard_hall_lab_356/fh-3_sash_pos,,,#bard_hall_lab_356/zone_temp,,,,,,,,,,,,,,,,
weill,1,B05A,B,weill_main,#b-5a/hev_flow_fbk,#b-5a/fh_sash_pos,,,#b-5a/ctrl,,,,,,,,,,,,,,,,
weill,1,B07A,B,weill_main,#lstb_b-07_north/hev_flow_fbk,#lstb_b-07_north/fh_sash_pos,,,#lstb_b-07_north/lstat/zone_temp,,,,,,,,,,,,,,,,
weill,1,B07D,B,weill_main,#lstb_b-07d/hev_flow_fbk,#lstb_b-07d/fh_sash_pos,,,#lstb_b-07d/lstat/zone_temp,,,,,,,,,,,,,,,,
weill,1,B25,B,weill_main,#weillhall_lab_b25/hev_flow_fbk,#weillhall_lab_b25/fh_sash_pos,,,#weillhall_lab_b25/zone_temp,,,,,,,,,,,,,,,,
weill,1,B36,B,weill_main,#b-36/hev_flow_fbk,#b-36/fh_sash_pos,,,#b-36/ctrl,,,,,,,,,,,,,,,,
weill,1,B54,B,weill_main,#b-54/hev_flow_fbk,#b-54/fh_sash_pos,,,#b-54/ctrl,,,,,,,,,,,,,,,,
weill,1,B60,B,weill_main,#b-60/hev_flow_fbk,#b-60/fh_sash_pos,,,#b-60/ctrl,,,,,,,,,,,,,,,,
weill,1,140,1,weill_main,#weill_hall_140_140a/fh-1_flow_fbk,#weill_hall_140_140a/fh-1_sash_pos,,,#weill_hall_140_140a/zone_temp,,,,,,,,,,,,,,,,
weill,2,140,1,weill_main,#weill_hall_140_140a/fh-2_flow_fbk,#weill_hall_140_140a/fh-2_sash_pos,,,#weill_hall_140_140a/zone_temp,,,,,,,,,,,,,,,,
weill,3,140,1,weill_main,#weill_hall_140_140a/fh-3_flow_fbk,#weill_hall_140_140a/fh-3_sash_pos,,,#weill_hall_140_140a/zone_temp,,,,,,,,,,,,,,,,
weill,4,140,1,weill_main,#weill_hall_140_140a/fh-4_flow_fbk,#weill_hall_140_140a/fh-4_sash_pos,,,#weill_hall_140_140a/zone_temp,,,,,,,,,,,,,,,,
weill,5,140,1,weill_main,#weill_hall_140_140a/fh-5_flow_fbk,#weill_hall_140_140a/fh-5_sash_pos,,,#weill_hall_140_140a/zone_temp,,,,,,,,,,,,,,,,
weill,6,140,1,weill_main,#weill_hall_140_140a/fh-6_flow_fbk,#weill_hall_140_140a/fh-6_sash_pos,,,#weill_hall_140_140a/zone_temp,,,,,,,,,,,,,,,,
weill,1,160,1,weill_main,#1-60/hev_flow_fbk,#1-60/fh_sash_pos,,,#1-60/ctrl,,,,,,,,,,,,,,,,
weill,1,252,2,weill_main,#2-52/hev_flow_fbk,#2-52/fh_sash_pos,,,#2-52/ctrl,,,,,,,,,,,,,,,,
weill,1,308,3,weill_main,#lstb_lab_308/hev_flow_fbk,#lstb_lab_308/fh_sash_pos,,,#lstb_lab_308/lstat/zone_temp,,,,,,,,,,,,,,,,
weill,1,134A,1,weill_main,#1-34a/hev_flow_fbk,#1-34a/fh_sash_pos,,,#1-34a/ctrl,,,,,,,,,,,,,,,,
weill,1,134B,1,weill_main,,,,,,,,,,,,,,,,,,,,,
weill,1,148B-01,1,weill_main,#1-48b/hev1_flow_fbk,#1-48b/fh_sash_pos,,,#1-48b/ctrl,,,,,,,,,,,,,,,,
weill,2,148B-02,1,weill_main,#1-48b/hev2_flow_fbk,#1-48b/fh2_sash_pos,,,#1-48b/ctrl,,,,,,,,,,,,,,,,
weill,3,148B-03,1,weill_main,#1-48b/hev3_flow_fbk,#1-48b/fh3_sash_pos,,,#1-48b/ctrl,,,,,,,,,,,,,,,,
weill,1,148A,1,weill_main,#1-48a/hev_flow_fbk,#1-48a/fh_sash_pos,,,#1-48a/ctrl,,,,,,,,,,,,,,,,
weill,1,156A,1,weill_main,#1-56a/hev_flow_fbk,#1-56a/fh_sash_pos,,,#1-56a/ctrl,,,,,,,,,,,,,,,,
weill,1,164A,1,weill_main,#1-64a/hev_flow_fbk,#1-64a/fh_sash_pos,,,#1-64a/ctrl,,,,,,,,,,,,,,,,
weill,1,202A,2,weill_main,#2-2a_phx-13/hev_flow_fbk,#2-2a_phx-13/fh_sash_pos,,,#2-2a_phx-13/ctr,,,,,,,,,,,,,,,,
weill,1,218A,2,weill_main,#2-18a/hev_flow_fbk,#2-18a/fh_sash_pos,,,#2-18a/ctrl,,,,,,,,,,,,,,,,
weill,1,234A,2,weill_main,#2-34a/hev_flow_fbk,#2-34a/fh_sash_pos,,,#2-34a/ctrl,,,,,,,,,,,,,,,,
weill,1,238C,2,weill_main,#2-38c/hev_flow_fbk,#2-38c/fh_sash_pos,,,#2-38c/ctrl,,,,,,,,,,,,,,,,
weill,1,240,2,weill_main,#2-40/hev_flow_fbk,#2-40/fh_sash_pos,,,#2-40/ctrl,,,,,,,,,,,,,,,,
weill,1,240A,2,weill_main,#2-40a/hev_flow_fbk,#2-40a/fh_sash_pos,,,#2-40a/ctrl,,,,,,,,,,,,,,,,
weill,1,248A,2,weill_main,#2-48a/hev_flow_fbk,#2-48a/fh_sash_pos,,,#2-48a/ctrl,,,,,,,,,,,,,,,,
weill,1,252A,2,weill_main,#2-52a/hev_flow_fbk,#2-52a/fh_sash_pos,,,#2-52a/ctrl,,,,,,,,,,,,,,,,
weill,1,256A,2,weill_main,,,,,#2-56a/ctrl,,,,,,,,,,,,,,,,
weill,1,260,2,weill_main,#2-60/hev_flow_fbk,#2-60/fh_sash_pos,,,#2-60/ctrl,,,,,,,,,,,,,,,,
weill,1,264B,2,weill_main,#2-64a/hev_flow_fbk,#2-64a/fh_sash_pos,,,#2-64a/ctrl,,,,,,,,,,,,,,,,
weill,1,309B,3,weill_main,#3-9b/hev_flow_fbk,#3-9b/fh_sash_pos,,,#3-9b/ctrl,,,,,,,,,,,,,,,,
weill,1,310B,3,weill_main,#3-10b/hev_flow_fbk,#3-10b/fh_sash_pos,,,#3-10b/ctrl,,,,,,,,,,,,,,,,
weill,1,313B,3,weill_main,#3-13b/hev_flow_fbk,#3-13b/fh_sash_pos,,,#3-13b/ctrl,,,,,,,,,,,,,,,,
weill,1,314B,3,weill_main,#3-14b/hev_flow_fbk,#3-14b/fh_sash_pos,,,#3-14b/ctrl,,,,,,,,,,,,,,,,
weill,1,334A,3,weill_main,#3-34a/hev_flow_fbk,#3-34a/fh_sash_pos,,,#3-34a/ctrl,,,,,,,,,,,,,,,,
weill,1,338C,3,weill_main,#3-38c/hev_flow_fbk,#3-38c/fh_sash_pos,,,#3-38c/ctrl,,,,,,,,,,,,,,,,
weill,1,340,3,weill_main,#3-40/hev_flow_fbk,#3-40/fh_sash_pos,,,#3-40/ctrl,,,,,,,,,,,,,,,,
weill,1,340A,3,weill_main,#3-40a/hev_flow_fbk,#3-40a/fh_sash_pos,,,#3-40a/ctrl,,,,,,,,,,,,,,,,
weill,1,348A,3,weill_main,#3-48a/hev_flow_fbk,#3-48a/fh_sash_pos,,,#3-48a/ctrl,,,,,,,,,,,,,,,,
weill,1,352,3,weill_main,#3-52/hev_flow_fbk,#3-52/fh_sash_pos,,,#3-52/ctrl,,,,,,,,,,,,,,,,
weill,1,352B,3,weill_main,#3-52/hev2_flow_fbk,#3-52/fh2_sash_pos,,,#3-52/ctrl,,,,,,,,,,,,,,,,
weill,1,360,3,weill_main,#3-60/hev_flow_fbk,#3-60/fh_sash_pos,,,#3-60/ctrl,,,,,,,,,,,,,,,,
weill,1,364A,3,weill_main,#3-64a/hev_flow_fbk,#3-64a/fh_sash_pos,,,#3-64a/ctrl,,,,,,,,,,,,,,,,
weill,1,409B,4,weill_main,#4-9b/hev_flow_fbk,#4-9b/fh_sash_pos,,,#4-9b/ctrl,,,,,,,,,,,,,,,,
weill,1,410B,4,weill_main,#4-10b/hev_flow_fbk,#4-10b/fh_sash_pos,,,#4-10b/ctrl,,,,,,,,,,,,,,,,
weill,1,413B,4,weill_main,#4-13b/hev_flow_fbk,#4-13b/fh_sash_pos,,,#4-13b/ctrl,,,,,,,,,,,,,,,,
weill,1,414B,4,weill_main,#4-14b/hev_flow_fbk,#4-14b/fh_sash_pos,,,#4-14b/ctrl,,,,,,,,,,,,,,,,
weill,1,434A,4,weill_main,#4-34a/hev_flow_fbk,#4-34a/fh_sash_pos,,,#4-34a/ctrl,,,,,,,,,,,,,,,,
weill,1,438A,4,weill_main,#4-38a/hev_flow_fbk,#4-38a/fh_sash_pos,,,#4-38a/ctrl,,,,,,,,,,,,,,,,
weill,1,440,4,weill_main,#4-40_phx-60/sat,#4-40_phx-60/fh_sash_pos,,,#4-40_phx-60/ctrl,,,,,,,,,,,,,,,,
weill,1,444B,4,weill_main,#4-44b/hev_flow_fbk,#4-44b/fh_sash_pos,,,#4-44b/ctrl,,,,,,,,,,,,,,,,
weill,1,448C,4,weill_main,#4-48c/hev_flow_fbk,#4-48c/fh_sash_pos,,,#4-48c/ctrl,,,,,,,,,,,,,,,,
weill,1,452,4,weill_main,#4-52/hev_flow_fbk,#4-52/fh_sash_pos,,,#4-52/ctrl,,,,,,,,,,,,,,,,
weill,1,452B,4,weill_main,#4-52/hev2_flow_fbk,#4-52/fh2_sash_pos,,,#4-52/ctrl,,,,,,,,,,,,,,,,
weill,1,460,4,weill_main,#4-60b/hev_flow_fbk,#4-60b/fh_sash_pos,,,#4-60b/ctrl,,,,,,,,,,,,,,,,
weill,1,464B,4,weill_main,#4-64a_phx-106/hev_flow_fbk,#4-64a_phx-106/fh_sash_pos,,,#4-64a_phx-106/ctrl,,,,,,,,,,,,,,,,