,Unnamed: 0,Lab,Floor,Server,Hood,Sash,Occupancy,Internal Temp,External Temp,FloorNum,Energy Occupied,Energy Unoccupied,Sash Open Time Occupied,Sash Open Time Unoccupied
32,32,321,3rd,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_321_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_321_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_321_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_321_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,3,Biotech.Lab_321.Floor_3.Hood_1.{energy.occ},Biotech.Lab_321.Floor_3.Hood_1.{energy.unocc},Biotech.Lab_321.Floor_3.Hood_1.{sashOpenTime.occ},Biotech.Lab_321.Floor_3.Hood_1.{sashOpenTime.unocc}
33,33,321b,3rd,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_321b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_321b_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_321b_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_321b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,3,Biotech.Lab_321b.Floor_3.Hood_1.{energy.occ},Biotech.Lab_321b.Floor_3.Hood_1.{energy.unocc},Biotech.Lab_321b.Floor_3.Hood_1.{sashOpenTime.occ},Biotech.Lab_321b.Floor_3.Hood_1.{sashOpenTime.unocc}
34,34,327,3rd,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,3,Biotech.Lab_327.Floor_3.Hood_1.{energy.occ},Biotech.Lab_327.Floor_3.Hood_1.{energy.unocc},Biotech.Lab_327.Floor_3.Hood_1.{sashOpenTime.occ},Biotech.Lab_327.Floor_3.Hood_1.{sashOpenTime.unocc}
35,35,327b,3rd,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327b_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327b_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,3,Biotech.Lab_327b.Floor_3.Hood_1.{energy.occ},Biotech.Lab_327b.Floor_3.Hood_1.{energy.unocc},Biotech.Lab_327b.Floor_3.Hood_1.{sashOpenTime.occ},Biotech.Lab_327b.Floor_3.Hood_1.{sashOpenTime.unocc}
36,36,333,3rd,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,3,Biotech.Lab_333.Floor_3.Hood_1.{energy.occ},Biotech.Lab_333.Floor_3.Hood_1.{energy.unocc},Biotech.Lab_333.Floor_3.Hood_1.{sashOpenTime.occ},Biotech.Lab_333.Floor_3.Hood_1.{sashOpenTime.unocc}
37,37,333b,3rd,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333b_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333b_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,3,Biotech.Lab_333b.Floor_3.Hood_1.{energy.occ},Biotech.Lab_333b.Floor_3.Hood_1.{energy.unocc},Biotech.Lab_333b.Floor_3.Hood_1.{sashOpenTime.occ},Biotech.Lab_333b.Floor_3.Hood_1.{sashOpenTime.unocc}
38,38,341,3rd,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,3,Biotech.Lab_341.Floor_3.Hood_1.{energy.occ},Biotech.Lab_341.Floor_3.Hood_1.{energy.unocc},Biotech.Lab_341.Floor_3.Hood_1.{sashOpenTime.occ},Biotech.Lab_341.Floor_3.Hood_1.{sashOpenTime.unocc}
39,39,341b,3rd,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341b_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341b_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,3,Biotech.Lab_341b.Floor_3.Hood_1.{energy.occ},Biotech.Lab_341b.Floor_3.Hood_1.{energy.unocc},Biotech.Lab_341b.Floor_3.Hood_1.{sashOpenTime.occ},Biotech.Lab_341b.Floor_3.Hood_1.{sashOpenTime.unocc}
40,40,345,3rd,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,3,Biotech.Lab_345.Floor_3.Hood_1.{energy.occ},Biotech.Lab_345.Floor_3.Hood_1.{energy.unocc},Biotech.Lab_345.Floor_3.Hood_1.{sashOpenTime.occ},Biotech.Lab_345.Floor_3.Hood_1.{sashOpenTime.unocc}
41,41,345b,3rd,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345b_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345b_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,3,Biotech.Lab_345b.Floor_3.Hood_1.{energy.occ},Biotech.Lab_345b.Floor_3.Hood_1.{energy.unocc},Biotech.Lab_345b.Floor_3.Hood_1.{sashOpenTime.occ},Biotech.Lab_345b.Floor_3.Hood_1.{sashOpenTime.unocc}
42,42,360,3rd,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,3,Biotech.Lab_360.Floor_3.Hood_1.{energy.occ},Biotech.Lab_360.Floor_3.Hood_1.{energy.unocc},Biotech.Lab_360.Floor_3.Hood_1.{sashOpenTime.occ},Biotech.Lab_360.Floor_3.Hood_1.{sashOpenTime.unocc}
43,43,360b,3rd,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360b_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360b_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,3,Biotech.Lab_360b.Floor_3.Hood_1.{energy.occ},Biotech.Lab_360b.Floor_3.Hood_1.{energy.unocc},Biotech.Lab_360b.Floor_3.Hood_1.{sashOpenTime.occ},Biotech.Lab_360b.Floor_3.Hood_1.{sashOpenTime.unocc}
44,44,367,3rd,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,3,Biotech.Lab_367.Floor_3.Hood_1.{energy.occ},Biotech.Lab_367.Floor_3.Hood_1.{energy.unocc},Biotech.Lab_367.Floor_3.Hood_1.{sashOpenTime.occ},Biotech.Lab_367.Floor_3.Hood_1.{sashOpenTime.unocc}
45,45,367b,3rd,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367b_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367b_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,3,Biotech.Lab_367b.Floor_3.Hood_1.{energy.occ},Biotech.Lab_367b.Floor_3.Hood_1.{energy.unocc},Biotech.Lab_367b.Floor_3.Hood_1.{sashOpenTime.occ},Biotech.Lab_367b.Floor_3.Hood_1.{sashOpenTime.unocc}
46,46,403,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_403.Floor_4.Hood_1.{energy.occ},Biotech.Lab_403.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_403.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_403.Floor_4.Hood_1.{sashOpenTime.unocc}
47,47,403b,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_403b.Floor_4.Hood_1.{energy.occ},Biotech.Lab_403b.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_403b.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_403b.Floor_4.Hood_1.{sashOpenTime.unocc}
48,48,409,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_409.Floor_4.Hood_1.{energy.occ},Biotech.Lab_409.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_409.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_409.Floor_4.Hood_1.{sashOpenTime.unocc}
49,49,409b,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_409b.Floor_4.Hood_1.{energy.occ},Biotech.Lab_409b.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_409b.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_409b.Floor_4.Hood_1.{sashOpenTime.unocc}
50,50,417,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_417.Floor_4.Hood_1.{energy.occ},Biotech.Lab_417.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_417.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_417.Floor_4.Hood_1.{sashOpenTime.unocc}
51,51,417b,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_417b.Floor_4.Hood_1.{energy.occ},Biotech.Lab_417b.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_417b.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_417b.Floor_4.Hood_1.{sashOpenTime.unocc}
52,52,418,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_418_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_418_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_418_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_418_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_418.Floor_4.Hood_1.{energy.occ},Biotech.Lab_418.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_418.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_418.Floor_4.Hood_1.{sashOpenTime.unocc}
53,53,421,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_421.Floor_4.Hood_1.{energy.occ},Biotech.Lab_421.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_421.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_421.Floor_4.Hood_1.{sashOpenTime.unocc}
54,54,421b,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_421b.Floor_4.Hood_1.{energy.occ},Biotech.Lab_421b.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_421b.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_421b.Floor_4.Hood_1.{sashOpenTime.unocc}
55,55,427b,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_427b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_427b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_427b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_427b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_427b.Floor_4.Hood_1.{energy.occ},Biotech.Lab_427b.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_427b.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_427b.Floor_4.Hood_1.{sashOpenTime.unocc}
56,56,433,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_433.Floor_4.Hood_1.{energy.occ},Biotech.Lab_433.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_433.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_433.Floor_4.Hood_1.{sashOpenTime.unocc}
57,57,433b,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_433b.Floor_4.Hood_1.{energy.occ},Biotech.Lab_433b.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_433b.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_433b.Floor_4.Hood_1.{sashOpenTime.unocc}
58,58,441,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_441.Floor_4.Hood_1.{energy.occ},Biotech.Lab_441.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_441.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_441.Floor_4.Hood_1.{sashOpenTime.unocc}
59,59,441b,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_441b.Floor_4.Hood_1.{energy.occ},Biotech.Lab_441b.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_441b.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_441b.Floor_4.Hood_1.{sashOpenTime.unocc}
60,60,445,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_445.Floor_4.Hood_1.{energy.occ},Biotech.Lab_445.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_445.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_445.Floor_4.Hood_1.{sashOpenTime.unocc}
61,61,445b,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_445b.Floor_4.Hood_1.{energy.occ},Biotech.Lab_445b.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_445b.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_445b.Floor_4.Hood_1.{sashOpenTime.unocc}
62,62,453,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_453.Floor_4.Hood_1.{energy.occ},Biotech.Lab_453.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_453.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_453.Floor_4.Hood_1.{sashOpenTime.unocc}
63,63,453b,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_453b.Floor_4.Hood_1.{energy.occ},Biotech.Lab_453b.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_453b.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_453b.Floor_4.Hood_1.{sashOpenTime.unocc}
64,64,457,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_457.Floor_4.Hood_1.{energy.occ},Biotech.Lab_457.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_457.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_457.Floor_4.Hood_1.{sashOpenTime.unocc}
65,65,457b,4th,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,4,Biotech.Lab_457b.Floor_4.Hood_1.{energy.occ},Biotech.Lab_457b.Floor_4.Hood_1.{energy.unocc},Biotech.Lab_457b.Floor_4.Hood_1.{sashOpenTime.occ},Biotech.Lab_457b.Floor_4.Hood_1.{sashOpenTime.unocc}
